save,physical_time_s,physical_time_us,metric,units,C1_value,C2_value,C2_minus_C1,relative_difference,classification,note
4,2e-07,0.19999999999999998,valid_gas_T95,K,1278.176336016839,1278.1978624439394,0.02152642710029795,1.6841515911161695e-05,small,
4,2e-07,0.19999999999999998,valid_gas_Tmean,K,820.5580175238683,820.5593307144206,0.0013131905523096066,1.6003628314696329e-06,small,
4,2e-07,0.19999999999999998,valid_gas_cell_count,cells,41047.0,41047.0,0.0,0.0,roundoff-level,
4,2e-07,0.19999999999999998,vaporized_fuel_mass_proxy_vapor_alpha_rho_integral,kg/m-depth proxy,2.073361549388497e-08,2.0675217998516678e-08,-5.839749536829041e-11,-0.002816561124397902,small-to-moderate,
4,2e-07,0.19999999999999998,liquid_alpha_area,m2,7.867854819284907e-09,7.867854819284907e-09,0.0,0.0,roundoff-level,
4,2e-07,0.19999999999999998,equivalent_diameter_m,m,0.00010008828047353331,0.00010008828047353331,0.0,0.0,roundoff-level,
4,2e-07,0.19999999999999998,D2_m2,m2,1.0017663888148669e-08,1.0017663888148669e-08,0.0,0.0,roundoff-level,
4,2e-07,0.19999999999999998,liquid_centroid_x,m,0.0005030508146169126,0.0005030517748172978,9.602003852400218e-10,1.9087542596889372e-06,small,
4,2e-07,0.19999999999999998,liquid_centroid_y,m,0.0003023255813953063,0.0003023255813950498,-2.5646802390144607e-16,-8.483173098279795e-13,roundoff-level,
4,2e-07,0.19999999999999998,liquid_streamwise_extent_m,m,9.813084112000002e-05,9.813084112000002e-05,0.0,0.0,roundoff-level,
4,2e-07,0.19999999999999998,liquid_cross_stream_extent_m,m,9.302325581e-05,9.302325581e-05,0.0,0.0,roundoff-level,
4,2e-07,0.19999999999999998,negative_rhoY_count,count,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,negative_Y_count,count,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_above_one_count,count,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,sumY_violation_count,count,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,max_abs_sumY_minus_1,dimensionless,4.707345624410664e-14,7.394085344003543e-14,2.6867397195928788e-14,0.5707547169811321,roundoff-level,
4,2e-07,0.19999999999999998,gas_species_mass_relative_error,dimensionless,-1.430633943052366e-15,-2.1460147318295572e-15,-7.153807887771913e-16,0.5000446076729259,roundoff-level,
4,2e-07,0.19999999999999998,run_time_seconds_final,"s, run-level",6288.0,8581.0,2293.0,0.36466284987277353,meaningful,
4,2e-07,0.19999999999999998,cost_seconds_per_timestep,"s/step, run-level",1.9823455233291298,2.7052332912988653,0.7228877679697354,0.36466284987277364,meaningful,
4,2e-07,0.19999999999999998,rhoY_NC12H26_integral,kg/m-depth,1.3276795724597155e-08,1.2993978305770415e-08,-2.828174188267396e-10,-0.021301632162855383,meaningful,
4,2e-07,0.19999999999999998,rhoY_NC12H26_max_valid_gas,kg/m3,14.8874620306362,14.72785961127911,-0.15960241935709085,-0.010720592873966874,meaningful,
4,2e-07,0.19999999999999998,rhoY_NC12H26_min_valid_gas,kg/m3,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_NC12H26_max_valid_gas,mass fraction,0.734072021142344,0.7357552794171641,0.0016832582748200764,0.0022930424077471758,small-to-moderate,
4,2e-07,0.19999999999999998,Y_NC12H26_min_valid_gas,mass fraction,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_O2_integral,kg/m-depth,3.4218580708273204e-07,3.4218487478490187e-07,-9.322978301706555e-13,-2.724536818516406e-06,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_O2_max_valid_gas,kg/m3,2.38684982158376,2.38501591137145,-0.0018339102123099416,-0.000768339170619908,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_O2_min_valid_gas,kg/m3,0.12884878017335,0.12870995085199,-0.00013882932136000115,-0.001077459337785143,small-to-moderate,
4,2e-07,0.19999999999999998,Y_O2_max_valid_gas,mass fraction,0.23290921795843286,0.23290921795843225,-6.106226635438361e-16,-2.621719607734948e-15,roundoff-level,
4,2e-07,0.19999999999999998,Y_O2_min_valid_gas,mass fraction,0.061821570171003266,0.06141646222645698,-0.00040510794454628324,-0.006552857577472122,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_OH_integral,kg/m-depth,0.0,4.335722215080754e-13,4.335722215080754e-13,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_OH_max_valid_gas,kg/m3,0.0,0.00045834864544,0.00045834864544,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_OH_min_valid_gas,kg/m3,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_OH_max_valid_gas,mass fraction,0.0,5.234280576599075e-05,5.234280576599075e-05,nan,small-to-moderate,
4,2e-07,0.19999999999999998,Y_OH_min_valid_gas,mass fraction,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_HO2_integral,kg/m-depth,0.0,1.705194719594351e-12,1.705194719594351e-12,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_HO2_max_valid_gas,kg/m3,0.0,0.00409699669875,0.00409699669875,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_HO2_min_valid_gas,kg/m3,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_HO2_max_valid_gas,mass fraction,0.0,0.0002615468207759056,0.0002615468207759056,nan,small-to-moderate,
4,2e-07,0.19999999999999998,Y_HO2_min_valid_gas,mass fraction,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_H2O2_integral,kg/m-depth,0.0,3.825116832979682e-14,3.825116832979682e-14,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_H2O2_max_valid_gas,kg/m3,0.0,8.425348804e-05,8.425348804e-05,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_H2O2_min_valid_gas,kg/m3,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_H2O2_max_valid_gas,mass fraction,0.0,5.950764666142573e-06,5.950764666142573e-06,nan,small-to-moderate,
4,2e-07,0.19999999999999998,Y_H2O2_min_valid_gas,mass fraction,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_H2O_integral,kg/m-depth,0.0,1.261938007879807e-12,1.261938007879807e-12,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_H2O_max_valid_gas,kg/m3,0.0,0.00338036513779,0.00338036513779,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_H2O_min_valid_gas,kg/m3,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_H2O_max_valid_gas,mass fraction,0.0,0.00023875281426767914,0.00023875281426767914,nan,small-to-moderate,
4,2e-07,0.19999999999999998,Y_H2O_min_valid_gas,mass fraction,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_CO_integral,kg/m-depth,0.0,1.0339216065118625e-12,1.0339216065118625e-12,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_CO_max_valid_gas,kg/m3,0.0,0.0025683526384,0.0025683526384,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_CO_min_valid_gas,kg/m3,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_CO_max_valid_gas,mass fraction,0.0,0.00018140094204459667,0.00018140094204459667,nan,small-to-moderate,
4,2e-07,0.19999999999999998,Y_CO_min_valid_gas,mass fraction,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_CO2_integral,kg/m-depth,0.0,3.7003370122726246e-14,3.7003370122726246e-14,nan,roundoff-level,
4,2e-07,0.19999999999999998,rhoY_CO2_max_valid_gas,kg/m3,0.0,8.784565313e-05,8.784565313e-05,nan,small-to-moderate,
4,2e-07,0.19999999999999998,rhoY_CO2_min_valid_gas,kg/m3,0.0,0.0,0.0,nan,roundoff-level,
4,2e-07,0.19999999999999998,Y_CO2_max_valid_gas,mass fraction,0.0,6.204476750603857e-06,6.204476750603857e-06,nan,small-to-moderate,
4,2e-07,0.19999999999999998,Y_CO2_min_valid_gas,mass fraction,0.0,0.0,0.0,nan,roundoff-level,
